Date,Year,Month,Day,Hour,MeanWS,MeanWD,MaxGustWS,MaxGustWD,Precipitation,GlobalSolarRadiation,TiltSolarIrradiance,DiffuseSolarIrradiance,OpenAirTempAvg,ModuleTempAvg,PowerAvg
2011-08-01 00:00:00,2011,8,1,0,4.0,WSW,6.2,WSW,0.0,0.0,0.0,0.0,25.0,22.016666666666666,0.0
2011-08-01 01:00:00,2011,8,1,1,4.5,WSW,14.0,WSW,0.0,0.0,0.0,0.0,24.799999999999997,22.083333333333332,0.0
2011-08-01 02:00:00,2011,8,1,2,4.0,WSW,6.6,W,0.0,0.0,0.0,0.0,24.950000000000003,22.308333333333334,0.0
2011-08-01 03:00:00,2011,8,1,3,4.5,WSW,6.4,WSW,0.0,0.0,0.0,0.0,24.799999999999997,22.099999999999994,0.0
2011-08-01 04:00:00,2011,8,1,4,4.9,WSW,7.9,WSW,0.0,0.0,0.0,0.0,24.5,21.90833333333333,0.0
2011-08-01 05:00:00,2011,8,1,5,4.1,W,8.0,W,0.0,0.0,0.0,0.0,24.65,21.933333333333334,0.0
2011-08-01 06:00:00,2011,8,1,6,5.0,WSW,12.4,WSW,0.0,0.0,0.0,0.0,24.700000000000003,21.983333333333334,0.0
2011-08-01 07:00:00,2011,8,1,7,4.3,W,8.4,WSW,0.0,0.2,0.2,0.18,25.05,23.541666666666668,43.0
2011-08-01 08:00:00,2011,8,1,8,5.4,W,8.4,W,0.0,0.85,0.85,0.6,26.6,28.86666666666667,139.5
2011-08-01 09:00:00,2011,8,1,9,6.2,W,11.5,W,0.0,1.65,1.56,0.85,29.05,36.625,280.0
2011-08-01 10:00:00,2011,8,1,10,8.7,W,13.5,W,0.0,2.64,2.36,0.7,31.5,42.958333333333336,386.5
2011-08-01 11:00:00,2011,8,1,11,8.0,W,14.9,W,0.0,3.23,2.8,0.67,32.849999999999994,46.458333333333336,328.5
2011-08-01 12:00:00,2011,8,1,12,9.2,W,16.5,W,0.0,3.67,3.16,0.65,34.1,49.48333333333333,562.0
2011-08-01 13:00:00,2011,8,1,13,8.1,W,16.6,W,0.0,3.77,3.28,0.79,34.900000000000006,51.03333333333333,520.0
2011-08-01 14:00:00,2011,8,1,14,10.9,W,16.4,W,0.0,3.3,2.99,1.24,35.1,49.06666666666667,386.0
2011-08-01 15:00:00,2011,8,1,15,9.1,W,15.2,W,0.0,2.48,2.31,1.34,34.55,44.583333333333336,383.0
2011-08-01 16:00:00,2011,8,1,16,9.0,W,15.7,W,0.0,1.75,1.68,1.0,33.55,39.925000000000004,281.5
2011-08-01 17:00:00,2011,8,1,17,9.3,W,17.5,W,0.0,1.1,1.06,0.65,32.55,36.275,190.5
2011-08-01 18:00:00,2011,8,1,18,7.7,W,15.3,W,0.0,0.4,0.39,0.25,30.9,30.691666666666666,61.5
2011-08-01 19:00:00,2011,8,1,19,6.6,W,13.0,W,0.0,0.02,0.02,0.01,29.2,26.95833333333334,4.0
2011-08-01 20:00:00,2011,8,1,20,5.7,W,10.4,W,0.0,0.0,0.0,0.0,28.0,25.266666666666666,0.0
2011-08-01 21:00:00,2011,8,1,21,2.8,W,7.8,WSW,0.0,0.0,0.0,0.0,26.85,24.041666666666668,0.0
2011-08-01 22:00:00,2011,8,1,22,3.7,W,7.3,W,0.0,0.0,0.0,0.0,26.25,23.46666666666667,0.0
2011-08-01 23:00:00,2011,8,1,23,3.7,W,8.6,WSW,0.0,0.0,0.0,0.0,25.950000000000003,23.40833333333333,0.0
2011-08-02 00:00:00,2011,8,2,0,3.4,W,6.2,W,0.0,0.0,0.0,0.0,25.6,22.849999999999998,0.0
2011-08-02 01:00:00,2011,8,2,1,4.5,W,13.2,WSW,0.0,0.0,0.0,0.0,25.4,22.575,0.0
2011-08-02 02:00:00,2011,8,2,2,3.9,WSW,6.7,SW,0.0,0.0,0.0,0.0,25.4,22.76666666666667,0.0
2011-08-02 03:00:00,2011,8,2,3,5.0,WSW,8.8,WSW,0.0,0.0,0.0,0.0,25.5,22.983333333333334,0.0
2011-08-02 04:00:00,2011,8,2,4,5.1,WSW,10.1,WSW,0.0,0.0,0.0,0.0,25.4,22.883333333333336,0.0
2011-08-02 05:00:00,2011,8,2,5,5.0,WSW,8.1,WSW,0.0,0.0,0.0,0.0,25.2,22.633333333333336,0.0
2011-08-02 06:00:00,2011,8,2,6,4.9,W,8.4,W,0.0,0.0,0.0,0.0,25.25,22.650000000000002,0.0
2011-08-02 07:00:00,2011,8,2,7,5.3,WSW,9.6,W,0.0,0.21,0.21,0.19,25.85,24.641666666666666,39.0
2011-08-02 08:00:00,2011,8,2,8,6.6,W,11.2,WSW,0.0,0.92,0.92,0.49,27.200000000000003,29.724999999999994,155.5
2011-08-02 09:00:00,2011,8,2,9,8.6,W,13.7,W,0.0,1.73,1.66,0.77,28.7,35.66666666666667,254.5
2011-08-02 10:00:00,2011,8,2,10,7.7,W,14.2,W,0.0,2.73,2.43,0.79,30.55,42.15833333333333,419.0
2011-08-02 11:00:00,2011,8,2,11,8.0,WSW,13.4,WSW,0.0,2.81,2.5,1.23,31.75,44.43333333333334,359.0
2011-08-02 12:00:00,2011,8,2,12,8.1,WSW,13.0,WSW,0.0,3.43,3.0,0.97,32.9,47.625,409.0
2011-08-02 13:00:00,2011,8,2,13,7.8,WSW,14.0,W,0.0,3.62,3.16,0.97,33.2,49.074999999999996,411.0
2011-08-02 14:00:00,2011,8,2,14,8.5,WSW,16.4,WSW,0.0,3.06,2.71,0.93,32.7,45.4,378.0
2011-08-02 15:00:00,2011,8,2,15,8.9,WSW,15.9,WSW,0.0,2.67,2.42,0.87,33.150000000000006,43.975,355.5
2011-08-02 16:00:00,2011,8,2,16,7.9,WSW,14.9,WSW,0.0,1.96,1.86,0.75,32.05,40.15,228.0
2011-08-02 17:00:00,2011,8,2,17,7.6,WSW,13.1,WSW,0.0,0.98,0.96,0.55,31.05,35.699999999999996,183.0
2011-08-02 18:00:00,2011,8,2,18,7.2,WSW,11.9,WSW,0.0,0.42,0.39,0.23,29.85,30.03333333333333,63.0
2011-08-02 19:00:00,2011,8,2,19,4.6,WSW,11.4,WSW,0.0,0.01,0.01,0.01,28.15,26.0,1.5
2011-08-02 20:00:00,2011,8,2,20,4.6,WSW,8.3,WSW,0.0,0.0,0.0,0.0,27.1,24.533333333333335,0.0
2011-08-02 21:00:00,2011,8,2,21,3.1,WSW,6.4,W,0.0,0.0,0.0,0.0,26.6,23.900000000000002,0.0
2011-08-02 22:00:00,2011,8,2,22,3.0,WSW,5.6,WSW,0.0,0.0,0.0,0.0,26.1,23.491666666666664,0.0
2011-08-02 23:00:00,2011,8,2,23,3.3,WSW,5.7,WSW,0.0,0.0,0.0,0.0,25.799999999999997,23.25,0.0
2011-08-03 00:00:00,2011,8,3,0,3.1,WSW,5.9,WSW,0.0,0.0,0.0,0.0,25.6,23.025000000000002,0.0
2011-08-03 01:00:00,2011,8,3,1,2.9,WSW,5.0,WSW,0.0,0.0,0.0,0.0,25.450000000000003,23.016666666666666,0.0
2011-08-03 02:00:00,2011,8,3,2,2.9,WSW,6.0,W,0.0,0.0,0.0,0.0,25.25,23.383333333333336,0.0
2011-08-03 03:00:00,2011,8,3,3,2.6,WSW,4.7,WSW,0.0,0.0,0.0,0.0,25.35,23.575,0.0
2011-08-03 04:00:00,2011,8,3,4,2.3,WSW,3.9,W,0.0,0.0,0.0,0.0,25.299999999999997,23.400000000000002,0.0
2011-08-03 05:00:00,2011,8,3,5,2.4,WSW,3.9,SW,0.0,0.0,0.0,0.0,25.15,23.391666666666666,0.0
2011-08-03 06:00:00,2011,8,3,6,2.6,WSW,3.9,WSW,0.0,0.0,0.0,0.0,25.05,23.333333333333332,0.0
2011-08-03 07:00:00,2011,8,3,7,2.6,W,5.0,WSW,0.0,0.16,0.16,0.14,25.45,24.025000000000002,0.0
2011-08-03 08:00:00,2011,8,3,8,4.5,WSW,7.0,WSW,0.0,0.84,0.86,0.66,26.799999999999997,30.11666666666667,0.0
2011-08-03 09:00:00,2011,8,3,9,6.2,WSW,9.7,SW,0.0,1.48,1.44,0.98,28.5,38.54166666666667,80.0
2011-08-03 10:00:00,2011,8,3,10,6.6,SW,10.6,WSW,0.0,1.66,1.57,1.11,29.1,38.1,107.5
2011-08-03 11:00:00,2011,8,3,11,7.4,SW,11.6,SW,0.0,2.02,1.89,1.33,30.15,44.30833333333333,137.5
2011-08-03 12:00:00,2011,8,3,12,7.4,SSW,12.5,SW,0.0,2.81,2.49,1.39,30.9,47.09166666666667,145.0
2011-08-03 13:00:00,2011,8,3,13,9.0,SW,13.4,WSW,0.0,3.36,2.94,1.19,31.599999999999998,49.79999999999999,119.0
2011-08-03 14:00:00,2011,8,3,14,8.2,SW,14.1,SW,0.0,3.02,2.67,1.07,31.7,48.333333333333336,323.0
2011-08-03 15:00:00,2011,8,3,15,8.2,SW,14.5,SW,0.0,2.87,2.6,0.72,31.5,45.625,321.0
2011-08-03 16:00:00,2011,8,3,16,8.0,SW,16.8,SW,0.0,1.91,1.81,0.88,31.1,40.68333333333333,275.0
2011-08-03 17:00:00,2011,8,3,17,6.0,SW,12.8,SW,0.0,0.86,0.85,0.52,29.75,33.73333333333333,156.5
2011-08-03 18:00:00,2011,8,3,18,5.7,SW,9.7,SSW,0.0,0.43,0.39,0.27,28.85,28.85833333333333,58.5
2011-08-03 19:00:00,2011,8,3,19,4.7,WSW,8.4,SW,0.0,0.02,0.03,0.02,27.75,25.866666666666664,6.5
2011-08-03 20:00:00,2011,8,3,20,3.3,WSW,7.9,WSW,0.0,0.0,0.0,0.0,26.95,24.358333333333334,0.0
2011-08-03 21:00:00,2011,8,3,21,3.7,WSW,5.8,WSW,0.0,0.0,0.0,0.0,26.549999999999997,24.274999999999995,0.0
2011-08-03 22:00:00,2011,8,3,22,3.0,SW,6.8,SW,0.0,0.0,0.0,0.0,26.35,23.849999999999998,0.0
2011-08-03 23:00:00,2011,8,3,23,3.1,WSW,6.0,SW,0.0,0.0,0.0,0.0,26.35,24.358333333333334,0.0
2011-08-04 00:00:00,2011,8,4,0,3.2,SW,7.8,WSW,0.0,0.0,0.0,0.0,26.549999999999997,24.658333333333335,0.0
2011-08-04 01:00:00,2011,8,4,1,3.1,WSW,9.0,SW,0.0,0.0,0.0,0.0,26.0,24.116666666666664,0.0
2011-08-04 02:00:00,2011,8,4,2,3.0,W,8.4,WSW,0.0,0.0,0.0,0.0,25.8,23.808333333333337,0.0
2011-08-04 03:00:00,2011,8,4,3,2.3,W,5.6,W,0.0,0.0,0.0,0.0,25.65,23.775000000000002,0.0
2011-08-04 04:00:00,2011,8,4,4,1.7,WSW,3.8,SW,0.0,0.0,0.0,0.0,25.6,24.01666666666667,0.0
2011-08-04 05:00:00,2011,8,4,5,2.9,W,6.4,W,0.5,0.0,0.0,0.0,25.05,23.50833333333333,0.0
2011-08-04 06:00:00,2011,8,4,6,2.8,SSW,10.9,SW,11.0,0.0,0.0,0.0,23.5,22.008333333333336,0.0
2011-08-04 07:00:00,2011,8,4,7,6.8,WSW,11.1,WSW,15.5,0.0,0.01,0.0,22.7,21.599999999999998,0.0
2011-08-04 08:00:00,2011,8,4,8,4.8,WSW,8.4,W,5.5,0.07,0.07,0.06,22.45,21.441666666666663,7.5
2011-08-04 09:00:00,2011,8,4,9,3.3,WSW,6.6,SW,0.0,0.29,0.31,0.29,23.15,23.441666666666666,38.0
2011-08-04 10:00:00,2011,8,4,10,3.3,SW,6.6,WSW,0.0,0.78,0.78,0.8,24.2,28.791666666666668,158.5
2011-08-04 11:00:00,2011,8,4,11,4.3,SW,7.0,SW,0.0,1.68,1.62,1.64,25.799999999999997,36.108333333333334,189.0
2011-08-04 12:00:00,2011,8,4,12,4.5,WSW,8.0,SW,0.0,1.42,1.41,1.41,27.0,35.88333333333333,260.5
2011-08-04 13:00:00,2011,8,4,13,5.7,WSW,9.1,WSW,0.0,2.23,2.14,2.1,28.6,40.78333333333334,326.5
2011-08-04 14:00:00,2011,8,4,14,5.9,SW,10.0,WSW,0.0,1.96,1.91,1.87,29.05,40.474999999999994,221.0
2011-08-04 15:00:00,2011,8,4,15,6.3,WSW,11.4,WSW,0.0,1.78,1.71,1.62,29.35,38.88333333333333,324.0
2011-08-04 16:00:00,2011,8,4,16,5.8,SW,10.1,SW,0.0,1.97,1.9,1.3,29.15,39.341666666666676,353.5
2011-08-04 17:00:00,2011,8,4,17,5.6,SW,10.3,SW,0.0,1.32,1.31,0.53,29.2,35.925000000000004,181.0
2011-08-04 18:00:00,2011,8,4,18,5.2,SW,11.0,SW,0.0,0.52,0.47,0.24,28.1,28.95,75.5
2011-08-04 19:00:00,2011,8,4,19,3.9,SW,7.7,SW,0.0,0.01,0.02,0.01,26.75,24.849999999999998,4.0
2011-08-04 20:00:00,2011,8,4,20,3.0,SW,6.2,SW,0.0,0.0,0.0,0.0,26.0,23.383333333333336,0.0
2011-08-04 21:00:00,2011,8,4,21,2.0,WSW,4.2,WSW,0.0,0.0,0.0,0.0,25.55,22.983333333333334,0.0
2011-08-04 22:00:00,2011,8,4,22,2.2,WSW,3.3,WSW,0.0,0.0,0.0,0.0,25.1,22.766666666666666,0.0
2011-08-04 23:00:00,2011,8,4,23,3.0,WSW,4.7,WSW,0.0,0.0,0.0,0.0,24.799999999999997,22.708333333333332,0.0
2011-08-05 00:00:00,2011,8,5,0,2.0,WSW,4.1,WSW,0.0,0.0,0.0,0.0,24.65,22.416666666666668,0.0
2011-08-05 01:00:00,2011,8,5,1,1.8,W,4.0,W,0.0,0.0,0.0,0.0,24.700000000000003,22.625,0.0
2011-08-05 02:00:00,2011,8,5,2,2.1,WSW,3.4,WSW,0.0,0.0,0.0,0.0,24.6,22.858333333333334,0.0
2011-08-05 03:00:00,2011,8,5,3,2.4,WSW,3.3,WSW,0.0,0.0,0.0,0.0,24.55,22.758333333333336,0.0
2011-08-05 04:00:00,2011,8,5,4,2.5,WSW,4.4,WSW,0.0,0.0,0.0,0.0,24.700000000000003,22.799999999999997,0.0
2011-08-05 05:00:00,2011,8,5,5,2.5,W,3.6,W,0.0,0.0,0.0,0.0,24.450000000000003,22.308333333333334,0.0
2011-08-05 06:00:00,2011,8,5,6,2.4,W,3.6,W,0.0,0.0,0.0,0.0,24.25,22.433333333333337,0.0
2011-08-05 07:00:00,2011,8,5,7,2.2,W,3.8,W,0.0,0.25,0.23,0.16,24.8,23.500000000000004,47.0
2011-08-05 08:00:00,2011,8,5,8,3.5,WSW,11.4,WSW,0.0,0.87,0.88,0.51,26.25,28.650000000000002,148.0
2011-08-05 09:00:00,2011,8,5,9,4.9,WSW,7.8,W,0.0,1.58,1.53,0.83,28.25,37.458333333333336,265.0
2011-08-05 10:00:00,2011,8,5,10,5.1,SW,8.8,W,0.0,1.31,1.26,1.08,28.8,37.21666666666666,323.0
2011-08-05 11:00:00,2011,8,5,11,5.6,SW,9.7,SW,0.0,2.26,2.09,1.21,29.65,43.26666666666666,391.0
2011-08-05 12:00:00,2011,8,5,12,6.7,SW,10.7,SSW,0.0,2.76,2.48,1.38,31.0,46.43333333333334,429.5
2011-08-05 13:00:00,2011,8,5,13,8.0,SW,12.9,SW,0.0,2.98,2.65,1.43,31.0,46.616666666666674,438.0
2011-08-05 14:00:00,2011,8,5,14,8.0,SW,13.9,SW,0.0,1.88,1.77,1.34,29.9,39.06666666666666,423.5
2011-08-05 15:00:00,2011,8,5,15,7.0,WSW,15.7,WSW,2.0,1.08,1.07,0.92,27.75,34.69166666666667,316.0
2011-08-05 16:00:00,2011,8,5,16,3.3,WSW,5.6,W,0.0,0.88,0.85,0.86,26.25,29.283333333333335,273.5
2011-08-05 17:00:00,2011,8,5,17,4.9,WSW,9.3,WSW,0.0,0.84,0.8,0.77,28.05,32.81666666666667,167.5
2011-08-05 18:00:00,2011,8,5,18,5.7,SW,9.0,SW,0.0,0.48,0.45,0.31,28.1,29.641666666666666,98.0
2011-08-05 19:00:00,2011,8,5,19,6.4,SW,10.9,WSW,0.0,0.01,0.01,0.01,26.3,24.916666666666668,5.0
2011-08-05 20:00:00,2011,8,5,20,5.2,SW,9.3,SW,0.0,0.0,0.0,0.0,25.15,22.966666666666665,0.0
2011-08-05 21:00:00,2011,8,5,21,4.1,WSW,8.2,SW,0.0,0.0,0.0,0.0,24.85,22.575,0.0
2011-08-05 22:00:00,2011,8,5,22,5.9,WSW,10.7,WSW,0.0,0.0,0.0,0.0,24.45,22.89166666666667,0.0
2011-08-05 23:00:00,2011,8,5,23,4.6,WSW,13.6,W,21.5,0.0,0.0,0.0,23.45,22.174999999999997,0.0
2011-08-06 00:00:00,2011,8,6,0,5.4,SW,9.1,SW,13.5,0.0,0.0,0.0,23.5,22.40833333333333,0.0
2011-08-06 01:00:00,2011,8,6,1,2.9,WSW,8.3,SW,2.0,0.0,0.0,0.0,23.4,22.233333333333334,0.0
2011-08-06 02:00:00,2011,8,6,2,3.3,W,4.8,WNW,0.0,0.0,0.0,0.0,23.299999999999997,21.958333333333332,0.0
2011-08-06 03:00:00,2011,8,6,3,3.5,W,6.0,WSW,0.0,0.0,0.0,0.0,23.4,22.025000000000002,0.0
2011-08-06 04:00:00,2011,8,6,4,2.6,WNW,5.7,W,0.5,0.0,0.0,0.0,23.5,22.175,0.0
2011-08-06 05:00:00,2011,8,6,5,3.2,WNW,5.3,W,0.0,0.0,0.0,0.0,23.6,22.325,0.0
2011-08-06 06:00:00,2011,8,6,6,4.4,WSW,7.8,W,0.0,0.0,0.0,0.0,23.85,22.383333333333336,0.0
2011-08-06 07:00:00,2011,8,6,7,4.7,WSW,8.4,W,0.0,0.15,0.16,0.15,23.75,22.908333333333335,27.5
2011-08-06 08:00:00,2011,8,6,8,7.2,WSW,12.8,WSW,0.0,1.0,1.01,0.42,24.75,28.166666666666668,201.5
2011-08-06 09:00:00,2011,8,6,9,5.9,W,12.4,WSW,0.0,1.75,1.64,1.05,26.35,34.900000000000006,305.5
2011-08-06 10:00:00,2011,8,6,10,6.9,W,11.4,W,0.0,2.12,2.0,1.74,27.85,39.25833333333333,432.5
2011-08-06 11:00:00,2011,8,6,11,7.1,WSW,12.3,WSW,0.0,1.87,1.79,1.84,27.95,38.31666666666667,395.5
2011-08-06 12:00:00,2011,8,6,12,8.0,W,13.8,W,0.0,2.56,2.39,2.36,28.2,41.61666666666667,490.5
2011-08-06 13:00:00,2011,8,6,13,7.8,W,14.0,WSW,0.0,3.2,2.96,2.35,29.85,47.050000000000004,536.0
2011-08-06 14:00:00,2011,8,6,14,8.1,W,13.5,WSW,0.0,2.63,2.44,2.15,30.55,44.708333333333336,497.0
2011-08-06 15:00:00,2011,8,6,15,6.7,W,15.5,WSW,0.0,1.35,1.33,1.35,29.6,34.958333333333336,234.0
2011-08-06 16:00:00,2011,8,6,16,7.4,WSW,13.3,W,0.0,1.72,1.68,1.51,30.4,36.84166666666667,363.5
2011-08-06 17:00:00,2011,8,6,17,5.9,W,11.9,WNW,0.0,1.03,1.02,0.8,30.45,34.583333333333336,179.0
2011-08-06 18:00:00,2011,8,6,18,6.0,W,11.6,W,0.0,0.5,0.46,0.2,29.15,29.833333333333332,81.0
2011-08-06 19:00:00,2011,8,6,19,4.3,WSW,9.8,W,0.0,0.01,0.01,0.0,27.45,25.458333333333332,0.0
2011-08-06 20:00:00,2011,8,6,20,5.8,W,9.1,WNW,0.0,0.0,0.0,0.0,26.55,23.983333333333334,0.0
2011-08-06 21:00:00,2011,8,6,21,3.8,W,8.7,WNW,0.0,0.0,0.0,0.0,26.05,23.53333333333333,0.0
2011-08-06 22:00:00,2011,8,6,22,2.5,WSW,5.7,W,0.0,0.0,0.0,0.0,25.200000000000003,22.516666666666666,0.0
2011-08-06 23:00:00,2011,8,6,23,4.6,WSW,6.5,WSW,0.0,0.0,0.0,0.0,24.8,22.349999999999998,0.0
2011-08-07 00:00:00,2011,8,7,0,3.7,WSW,6.3,WSW,0.0,0.0,0.0,0.0,24.8,22.325,0.0
2011-08-07 01:00:00,2011,8,7,1,3.4,W,6.6,WSW,0.0,0.0,0.0,0.0,24.9,22.59166666666667,0.0
2011-08-07 02:00:00,2011,8,7,2,5.0,WSW,8.1,WSW,0.0,0.0,0.0,0.0,25.0,22.75,0.0
2011-08-07 03:00:00,2011,8,7,3,4.9,W,8.0,W,0.0,0.0,0.0,0.0,25.0,22.708333333333332,0.0
2011-08-07 04:00:00,2011,8,7,4,4.9,W,8.2,W,0.0,0.0,0.0,0.0,25.15,22.566666666666666,0.0
2011-08-07 05:00:00,2011,8,7,5,4.3,WSW,6.5,WSW,0.0,0.0,0.0,0.0,24.95,22.46666666666667,0.0
2011-08-07 06:00:00,2011,8,7,6,2.0,WNW,6.8,WSW,0.0,0.0,0.0,0.0,24.7,22.275000000000002,0.0
2011-08-07 07:00:00,2011,8,7,7,2.3,WSW,4.5,W,0.0,0.17,0.18,0.17,25.05,24.349999999999998,33.0
2011-08-07 08:00:00,2011,8,7,8,5.6,W,8.2,WSW,0.0,1.03,1.05,0.42,26.55,30.183333333333337,148.0
2011-08-07 09:00:00,2011,8,7,9,6.8,W,11.3,W,0.0,1.97,1.86,0.41,28.9,37.43333333333334,313.5
2011-08-07 10:00:00,2011,8,7,10,6.6,W,13.5,WNW,0.0,2.66,2.41,0.59,31.1,44.61666666666667,214.5
2011-08-07 11:00:00,2011,8,7,11,7.2,W,13.5,W,0.0,3.26,2.88,0.74,32.2,50.73333333333333,0.0
2011-08-07 12:00:00,2011,8,7,12,6.4,W,11.5,WNW,0.0,3.45,3.03,0.87,33.0,50.900000000000006,305.5
2011-08-07 13:00:00,2011,8,7,13,6.4,WSW,13.0,W,0.0,2.67,2.38,1.13,33.0,45.61666666666667,404.5
2011-08-07 14:00:00,2011,8,7,14,7.3,WNW,14.8,WSW,0.0,2.86,2.57,0.91,33.7,47.06666666666666,381.0
2011-08-07 15:00:00,2011,8,7,15,7.6,WNW,14.4,W,0.0,2.64,2.4,0.85,33.95,46.925000000000004,365.5
2011-08-07 16:00:00,2011,8,7,16,6.9,W,14.7,W,0.0,2.14,2.03,0.46,33.55,43.13333333333333,266.0
2011-08-07 17:00:00,2011,8,7,17,7.3,W,12.6,WNW,0.0,1.38,1.38,0.35,32.5,37.291666666666664,166.0
2011-08-07 18:00:00,2011,8,7,18,5.8,W,11.8,W,0.0,0.42,0.39,0.17,30.5,30.71666666666667,66.5
2011-08-07 19:00:00,2011,8,7,19,4.2,W,7.8,WSW,0.0,0.01,0.01,0.01,28.799999999999997,26.600000000000005,1.0
2011-08-07 20:00:00,2011,8,7,20,5.1,W,7.8,WNW,0.0,0.0,0.0,0.0,27.95,25.691666666666663,0.0
2011-08-07 21:00:00,2011,8,7,21,4.0,W,8.1,WNW,0.0,0.0,0.0,0.0,27.35,24.900000000000002,0.0
2011-08-07 22:00:00,2011,8,7,22,3.4,WSW,7.1,W,0.0,0.0,0.0,0.0,26.4,23.78333333333333,0.0
2011-08-07 23:00:00,2011,8,7,23,4.0,WSW,6.8,SW,0.0,0.0,0.0,0.0,25.6,22.825,0.0
2011-08-08 00:00:00,2011,8,8,0,4.4,WSW,6.3,SW,0.0,0.0,0.0,0.0,25.1,22.566666666666663,0.0
2011-08-08 01:00:00,2011,8,8,1,4.2,WSW,7.5,WSW,0.0,0.0,0.0,0.0,25.0,22.5,0.0
2011-08-08 02:00:00,2011,8,8,2,4.3,WSW,7.4,WSW,0.0,0.0,0.0,0.0,25.05,22.51666666666667,0.0
2011-08-08 03:00:00,2011,8,8,3,3.8,WSW,6.6,WSW,0.0,0.0,0.0,0.0,25.049999999999997,22.48333333333333,0.0
2011-08-08 04:00:00,2011,8,8,4,4.4,WSW,6.8,SW,0.0,0.0,0.0,0.0,24.85,22.33333333333334,0.0
2011-08-08 05:00:00,2011,8,8,5,3.8,WSW,7.1,WSW,0.0,0.0,0.0,0.0,24.950000000000003,22.38333333333333,0.0
2011-08-08 06:00:00,2011,8,8,6,3.8,WSW,6.1,WSW,0.0,0.0,0.0,0.0,24.950000000000003,22.7,0.0
2011-08-08 07:00:00,2011,8,8,7,4.5,WSW,7.1,WSW,0.0,0.13,0.14,0.12,24.85,23.64166666666667,35.0
2011-08-08 08:00:00,2011,8,8,8,5.4,W,8.3,WSW,0.0,0.98,1.0,0.39,26.55,29.416666666666668,147.5
2011-08-08 09:00:00,2011,8,8,9,6.6,WSW,12.2,W,0.0,1.87,1.8,0.59,28.7,37.083333333333336,275.5
2011-08-08 10:00:00,2011,8,8,10,7.7,W,12.0,WSW,0.0,2.55,2.33,0.93,30.200000000000003,42.65833333333334,351.0
2011-08-08 11:00:00,2011,8,8,11,7.5,W,13.3,W,0.0,2.89,2.58,1.02,31.15,44.916666666666664,292.5
2011-08-08 12:00:00,2011,8,8,12,6.0,W,11.7,W,0.0,2.71,2.48,1.7,31.95,46.06666666666666,457.0
2011-08-08 13:00:00,2011,8,8,13,6.3,WSW,11.0,WSW,0.0,2.76,2.5,1.57,32.5,47.23333333333333,436.0
2011-08-08 14:00:00,2011,8,8,14,6.3,WSW,11.1,WSW,0.0,2.91,2.64,1.25,32.85,47.57500000000001,425.0
2011-08-08 15:00:00,2011,8,8,15,8.2,WSW,12.5,SW,0.0,2.69,2.47,0.82,32.6,47.40833333333333,375.5
2011-08-08 16:00:00,2011,8,8,16,7.1,WSW,12.8,WSW,0.0,2.22,2.11,0.45,31.95,42.458333333333336,343.0
2011-08-08 17:00:00,2011,8,8,17,6.7,WSW,11.5,WSW,0.0,1.32,1.32,0.32,31.5,37.0,161.0
2011-08-08 18:00:00,2011,8,8,18,4.9,WSW,10.2,W,0.0,0.45,0.42,0.19,30.35,30.90833333333333,64.5
2011-08-08 19:00:00,2011,8,8,19,5.5,WSW,8.7,WSW,0.0,0.02,0.02,0.01,28.5,26.666666666666668,2.5
2011-08-08 20:00:00,2011,8,8,20,4.5,WSW,8.5,WSW,0.0,0.0,0.0,0.0,27.25,24.96666666666667,0.0
2011-08-08 21:00:00,2011,8,8,21,5.0,WSW,8.7,WSW,0.0,0.0,0.0,0.0,26.5,24.108333333333334,0.0
2011-08-08 22:00:00,2011,8,8,22,4.1,WSW,8.0,W,0.0,0.0,0.0,0.0,26.05,23.700000000000003,0.0
2011-08-08 23:00:00,2011,8,8,23,4.2,WSW,6.8,WSW,0.0,0.0,0.0,0.0,25.799999999999997,23.383333333333336,0.0
2011-08-09 00:00:00,2011,8,9,0,4.3,WSW,7.7,W,0.0,0.0,0.0,0.0,25.65,23.25,0.0
2011-08-09 01:00:00,2011,8,9,1,3.7,WSW,12.0,WSW,0.0,0.0,0.0,0.0,25.6,23.2,0.0
2011-08-09 02:00:00,2011,8,9,2,3.3,WSW,5.6,WSW,0.0,0.0,0.0,0.0,25.2,22.883333333333336,0.0
2011-08-09 03:00:00,2011,8,9,3,3.4,SW,5.6,WSW,0.0,0.0,0.0,0.0,24.950000000000003,22.75,0.0
2011-08-09 04:00:00,2011,8,9,4,5.0,WSW,7.3,WSW,0.0,0.0,0.0,0.0,24.9,22.808333333333334,0.0
2011-08-09 05:00:00,2011,8,9,5,3.7,WSW,11.9,WSW,0.0,0.0,0.0,0.0,24.85,22.700000000000003,0.0
2011-08-09 06:00:00,2011,8,9,6,4.3,WSW,7.1,WSW,0.0,0.0,0.0,0.0,24.75,22.658333333333335,0.0
2011-08-09 07:00:00,2011,8,9,7,4.5,WSW,8.3,WSW,0.0,0.22,0.22,0.12,25.25,23.650000000000002,40.0
2011-08-09 08:00:00,2011,8,9,8,6.0,W,9.3,W,0.0,1.03,1.07,0.3,26.9,29.633333333333336,162.0
2011-08-09 09:00:00,2011,8,9,9,7.6,WSW,11.2,WSW,0.0,1.88,1.8,0.56,28.75,37.84166666666667,259.5
